,data,description,cluster
4924,potential flu strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3223,flu shot,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3686,conventional flu vaccines,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
11,1510 flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4912,lowest severity flu pandemics,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7959,20182019 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4840,1918 spanish pandemic flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7156,flu return,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7151,flu jabs,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9539,novartis flu vaccine unit in2014andtransferto,business multinational corporationinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3196,flu vaccines,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
178,alps,alps,5
4855,h5n1 bird flu infection,subtypetaxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1122,site wasadmittedintohospitalsufferingfromamildrespiratoryillnessduringtheeveningof6februaryavetfromthesitewasfoundnottobe bird flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9473,hyb0338,hyb0338,5
5169,2001–02 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9542,biocsl flu vaccine brands,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
389,1557 flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3198,suppressed immune,suppressed immune,5
30,1510 flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5177,asian flu strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5178,1889–1890 russian flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5179,earliest flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5184,category 2 flu pandemic outbreak,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4850,annual flu vaccination,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
2786,astroviruses,astroviruses,5
2629,influenza b flu,infectious diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4845,predominant human flu,organisms known particular common homo sapiens homo sapiens sapiens homoinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9545,flu vaccines brand,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3739,current flu vaccine manufacturing plants,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
2035,bird flu insamplesfromwildbirdsinthecentralwestofsouthkorea sandissuedthehighlypathogenich5n8strainofbirdfluin samples,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
589,flu thenenteredspain scapitalcitywheretheflurapidlyspreadto parts,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1573,spanish flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7150,flu shots,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1583,firstever reported triplehybrid flu virus,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
824,1957–1958 asian flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6247,h7n9 flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1580,north american swine flu strains,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1579,2009 flu pandemic strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1308,followup study,followup study,5
7330,nonpandemic flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1309,yearly seasonal flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
10302,typical flu symptoms,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6240,h7n9 bird flu,taxontaxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1754,global swine flu campaign,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7339,highdose flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8896,april2009 flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3204,flu vaccination,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3203,seasonal flu shot,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3312,civet cats,civet cats,5
5129,g4 swine flu virus,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7345,2016–2017 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
503,1557 flu s symptoms asfeaturing,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1268,malda,malda,5
4853,annual flu shot,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1506,flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
51,1510 flu s springboard,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7638,flu strains,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8515,h1n1 flu swine flu,virusinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenzaswine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3113,flu seasons,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3775,bird flu november 2006,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3110,south latitudes flu peaks,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
4595,infectivity,infectivity,5
6599,ground,ground,5
7654,human seasonal flu vaccines,organisms known particular common homo sapiens homo sapiens sapiens homoinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8503,harms,harms,5
3776,pandemic flu january 2007,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6785,bird flu outbreak,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1220,13 february,13 february,5
10143,arkhangelsk,city/town big city,5
5984,avian bird flu characteristics,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7666,commonly bird flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7668,swine flu vaccines,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1176,h5n1 bird flu strains,subtypetaxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1971,2009 h1n1 flu,virusinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1807,aeromexico,airline,5
6803,specific pandemic flu plan,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5773,august 2017 bird flu outbreak,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
2194,elasticity tensor,elasticity tensor,5
8523,2007–08 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1690,h5n1 avian flu,subtypeinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1162,meat,meat,5
6830,current major flu research contracts,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7615,flu illness,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7617,oral flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7622,horse flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5724,flu outbreaks,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
691,flu end,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3847,flu drugs tamiflu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenzachemical compound neuraminidase inhibitor medication essential medicine,5
10495,1889–1890 flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6812,avian flu scare,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1967,followup,followup,5
6809,pandemic flu search,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8532,seasonal flu samples,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3121,flu seasonandcanloweranindividual sriskofgettingthefluby half,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8527,2010–11 flu season,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3119,flu vaccinations,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5761,lowpathogenic h5n2 avian flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6806,flu related research,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5769,south korea bird flu alert,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7630,human flu vaccines,organisms known particular common homo sapiens homo sapiens sapiens homoinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
