,data,description,cluster
6804,potential influenza epidemics,infectious disease,4
10027,previous influenza strains,infectious disease,4
3100,influenza cases,infectious disease,4
351,influenza territories,infectious disease,4
9596,recombinant influenza vaccines,infectious disease,4
7556,recombinant influenza vaccine,infectious disease,4
786,influenza subtype,infectious disease,4
3744,pandemic influenza vaccine development,infectious disease,4
8314,h3n2 human influenza,subtypeorganisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,4
8511,symptomatic influenza,infectious disease,4
10250,deadly 1918 influenza,infectious disease,4
6420,known influenza,infectious disease,4
7552,20182019 influenza season,infectious disease,4
8628,narcolepsy following pandemrix influenza vaccination,influenza vaccineinfectious disease,4
6419,human influenza virus,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,4
7232,veterinary influenza vaccination,infectious disease,4
6695,a/h1n1 influenza,infectious disease,4
7554,recombinant cellgrown flu vaccines,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,4
1378,laboratoryconfirmed 2009 influenza,infectious disease,4
6701,global influenza preparedness plan,infectious disease,4
7528,influenza vaccination levels,infectious disease,4
6349,human influenza pandemics,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,4
7512,approved inactivated vaccines,approved inactivated vaccines,4
5663,influenza conference,infectious disease,4
5928,influenza research database—database,infectious disease,4
7847,heatinactivated influenza virustreated membranes,infectious disease,4
3887,influenza vaccine,infectious disease,4
7194,yearly influenza vaccination,infectious disease,4
1370,associated influenza symptoms,infectious disease,4
7485,eggbased influenza vaccines,infectious disease,4
7521,plantbased influenza vaccines,infectious disease,4
1810,influenza symptoms,infectious disease,4
10001,unusually deadly influenza,infectious disease,4
7236,inactivated influenza vaccine information statement,infectious disease,4
10000,1918 influenza,infectious disease,4
6377,influenza virus pleomorphy,infectious disease,4
254,1557 influenza,infectious disease,4
5145,influenza surveillance program,infectious disease,4
7509,experimental influenza vaccines,infectious disease,4
1702,second influenza vaccination program,infectious disease,4
8332,influenza d,infectious disease,4
2649,influenza medication,infectious disease,4
7213,influenza costeffectiveness models,infectious disease,4
2652,uncomplicated influenza,infectious disease,4
2653,influenza complications,infectious disease,4
776,influenza virus,infectious disease,4
10622,influenza pandemic canadian soldiers,infectious disease,4
8179,influenza parents,infectious disease,4
5281,influenza a/h3n2 virus,infectious disease,4
3321,influenza transmission,infectious disease,4
2664,influenza therapeutic agent,infectious disease,4
7178,2019–2020 influenza seasons,infectious disease,4
6311,h9n2 influenza virus,infectious disease,4
7843,live influenza virus,infectious disease,4
8540,neuraminidaseresistant influenza,infectious disease,4
754,influenza von,infectious disease,4
2408,influenza strains,infectious disease,4
6901,influenza virus proteins,infectious diseasegroup class chemical substances second-order class,4
8042,heterologous human influenza,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,4
6631,new influenza,infectious disease,4
4783,pandemic vaccines,pandemic vaccines,4
7350,influenza outbreaks,infectious disease,4
1471,influenza division,infectious disease,4
9500,influenza resistance,infectious disease,4
7063,combat influenza,infectious disease,4
651,1889 influenza,infectious disease,4
3868,influenza research database – database,infectious disease,4
43,1510 influenza,infectious disease,4
44,influenza,infectious disease,4
5376,influenza infections,infectious disease,4
6641,new influenza pandemic changes,infectious disease,4
496,languedoc influenza,infectious disease,4
7960,inactivated recombinant influenza vaccines,infectious disease,4
7616,oral influenza vaccine,infectious disease,4
6827,influenza countermeasures,infectious disease,4
3869,influenza genomic sequences,infectious disease,4
6822,influenza research,infectious disease,4
7562,pandemic influenza vaccines,infectious disease,4
9490,influenza activity,infectious disease,4
5391,equine influenza virus tsurviveoutsideof horse,infectious disease,4
5052,influenza doctor,infectious disease,4
8287,new influenza virus,infectious disease,4
3009,new influenza medication,infectious disease,4
7368,modern influenza vaccines,infectious disease,4
2984,novel influenza,infectious disease,4
3156,2009 pandemic influenza,infectious disease,4
5027,influenza research database database,infectious disease,4
7366,annual influenza epidemic,infectious disease,4
7669,canine influenza,infectious disease,4
1630,pandemic a/h1n1 influenza,infectious disease,4
5080,swine influenza virus,swine diseaseinfectious disease,4
7667,swine influenza vaccines,swine diseaseinfectious disease,4
5075,influenza a/ussr/90/77,infectious disease,4
5446,equine influenza virus infection,infectious disease,4
7665,filtered purified influenza vaccine,infectious disease,4
5417,aerosolized influenza virus,infectious disease,4
6577,> 100 influenza genomes,infectious disease,4
10699,influenza virus type,infectious disease,4
6132,investigational h7n9 influenza vaccine,taxoninfectious disease,4
4884,spanish influenza pandemic virus,infectious disease,4
906,influenza epidemic,infectious disease,4
6561,influenza evolution,infectious disease,4
5028,influenza sequences,infectious disease,4
2454,influenza treatment,infectious disease,4
9534,seasonal influenza vaccine brands,infectious disease,4
884,1957 influenza,infectious disease,4
7606,m001 h1ssf3928 universal influenza vaccine candidates,infectious disease,4
941,1968 influenza,infectious disease,4
6814,updated pandemic influenza plan,infectious disease,4
6954,h5n1 influenza vaccine,subtypeinfectious disease,4
5315,influenza genome sequencing project,infectious diseasescientific model natural environment,4
2329,influenza a.,infectious disease,4
1558,annual influenza epidemics,infectious disease,4
6455,b. influenza,infectious disease,4
416,pandemic influenza fastmoving unrestricted epidemics,infectious disease,4
415,pandemic influenza,infectious disease,4
7415,inactivated vaccines,inactivated vaccines,4
7472,quadrivalent vaccines,quadrivalent vaccines,4
107,origin 1510 influenza,infectious disease,4
1875,swine influenza,swine diseaseinfectious disease,4
402,influenza epidemics,infectious disease,4
1760,influenza expert,infectious disease,4
1289,influenza pandemic,infectious disease,4
110,influenza pandemics,infectious disease,4
8542,oseltamivirresistant influenza,infectious disease,4
9591,splitvirion influenza vaccines,infectious disease,4
7273,seasonal influenza vaccine,infectious disease,4
5302,influenza vaccines,infectious disease,4
383,identification influenza,infectious disease,4
1728,normal reported influenza cases,infectious disease,4
8481,annual influenza,infectious disease,4
10491,pandemic influenza deaths,infectious disease,4
7410,united states routine influenza vaccination,infectious disease,4
7945,20182019 influenza,infectious disease,4
5354,equine influenza,infectious disease,4
7402,influenza vaccination strategy,infectious disease,4
5051,influenza vaccination,infectious disease,4
4932,future influenza,infectious disease,4
6894,influenza coat protein,infectious disease,4
8377,pandemic seasonal influenza,infectious disease,4
7329,laboratoryconfirmed influenza,infectious disease,4
6482,influenza virus infections,infectious disease,4
7404,influenza circulation,infectious disease,4
10071,influenza disease,infectious disease,4
7405,human influenza sickness,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,4
8369,seasonal pandemic influenza,infectious disease,4
7257,annual influenza vaccination,infectious disease,4
1452,human influenza,organisms known particular common homo sapiens homo sapiens sapiens homoinfectious disease,4
8379,seasonal pandemic outbreaks,seasonal pandemic outbreaks,4
6477,influenza virus c.,infectious disease,4
5355,equine influenza virus,infectious disease,4
8543,h5n1 avian influenza bird flu,subtypeinfectious diseasetaxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
8549,pandemic mockup vaccine,pandemic mockup vaccine,5
5896,h5n8 type bird flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3129,seasonal flu shots,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
182,flu nickname,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5030,1977 russian flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
975,seasonal flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5905,called bird flu virus,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
824,1957–1958 asian flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6247,h7n9 flu,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3143,flu epidemics,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
119,flu human beings,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenzaorganisms known particular common homo sapiens homo sapiens sapiens homo,5
6240,h7n9 bird flu,taxontaxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6812,avian flu scare,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6865,future avian flu pandemic current high pathogenic set,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9571,novartis flu vaccine unit wassoldto,business multinational corporationinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6176,earlier bird flu strain,taxoninfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
79,recorded flu outbreak,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7330,nonpandemic flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
944,1977 russian flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6862,avian flu experts,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1579,2009 flu pandemic strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7339,highdose flu vaccine,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
1588,1918 flu pandemic,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
5061,1976 swine flu outbreak,swine diseaseinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
7390,injectionbased flu vaccines,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3818,flu virus affinity,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6856,flu research,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9542,biocsl flu vaccine brands,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
9539,novartis flu vaccine unit in2014andtransferto,business multinational corporationinfluenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6084,h7 avian flu viruses,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
30,1510 flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
3847,flu drugs tamiflu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenzachemical compound neuraminidase inhibitor medication essential medicine,5
6849,1918 flu strain,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
908,new flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
6098,yettobedeveloped pandemic vaccine,yettobedeveloped pandemic vaccine,5
14,flu,influenza pandemic influenza virus subtype h1n1 pandemic infectious disease zoonosis influenza,5
